Gene_ID	MCF7-2_shRB1-3_DMSO_1	MCF7-2_shRB1-3_DMSO_2	MCF7-2_shRB1-3_LY500nM_1	MCF7-2_shRB1-3_LY500nM_2
DUSP12	248	602	414	246
GPATCH4	1191	2280	2396	1355
KIF21B	4	15	14	7
SNORA35	0	0	0	0
MIR3194	0	0	0	0
DRP2	1	2	1	2
SNORD116-3	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0
MADCAM1	0	2	0	0
ZNF665	9	22	19	16
LEP	0	0	0	0
PTP4A1	1549	2408	2896	1536
PARP14	371	824	771	576
SNORD25	2	10	5	2
RCN3	16	26	27	14
MIR548A1	0	0	0	0
DNAJC4	201	1192	904	616
CSAG3	0	0	0	0
ZNF250	64	232	210	134
CACNA1B	3	0	1	0
CREB1	718	1515	1230	741
CDSN	12	22	66	59
ULK2	277	572	553	296
ZNF551	152	336	334	199
LINC00870	0	5	0	0
F2	0	5	0	1
MIR7112	0	0	0	0
DNM1L	777	1591	1456	850
CEP170P1	0	1	0	0
SYCP2L	3	5	1	1
DSC2	150	383	395	272
STAM-AS1	0	1	2	2
CEP57	503	1305	627	391
CCNL1	100	244	110	109
RAPH1	729	1557	950	743
PGLYRP4	0	0	2	1
LINC00839	24	43	69	37
CAMKV	0	1	0	1
MYH7	0	0	0	0
MIR665	0	0	0	0
LMTK2	172	364	442	345
CHD4	5183	12851	13715	8744
HDDC2	711	1504	1654	853
DNAJC8	1273	2398	2942	1490
TSNARE1	38	259	115	77
WNT1	0	0	0	0
DIRC2	122	404	306	153
MST1P2	0	7	1	4
ZNF410	790	1682	1588	977
PRAP1	0	0	0	0
CTNND2	706	2145	2451	1590
SEPT14	0	0	0	0
ERCC-00078	0	0	0	0
LOC344887	0	3	0	1
PARGP1	1	5	0	1
FXYD6-FXYD2	0	0	0	0
NEK4	256	467	441	259
IRGM	0	5	2	0
MIR541	0	0	0	0
TREML4	0	0	0	0
IAH1	268	950	1005	525
AGAP9	0	0	0	0
RAC2	2	3	0	2
FBXL13	0	5	7	1
ASPHD2	3	7	9	3
SEH1L	900	1258	1831	995
LOC729739	0	0	2	0
MTMR1	192	473	417	323
LOC100190986	0	0	0	0
MIR6508	0	0	0	0
MBOAT7	904	3404	4999	2735
SLC13A3	11	43	39	16
CYP27C1	0	0	1	0
ZNF582	0	0	0	0
HBS1L	720	1673	1489	891
MIR6812	0	0	0	0
REL	147	261	601	474
YPEL4	0	1	0	0
PPIC	292	757	1244	648
TLE6	1	22	9	3
PDLIM3	106	421	217	137
ADC	4	14	15	6
ATP13A3	664	905	1340	861
KRTAP4-2	0	0	0	0
LOC100132062	0	0	0	0
KRTAP10-6	0	1	0	0
FAM118B	87	87	220	113
TOB2	503	1726	2527	1569
TMEM214	919	2807	2515	1655
KIAA0513	120	431	391	357
MBD1	131	322	333	215
ZNF785	61	368	199	187
VANGL1	680	965	1565	834
BIN2	2	9	7	4
FGF10-AS1	3	3	0	1
PCSK6	197	582	954	626
MAFA	29	71	120	63
TFDP3	1	0	0	0
MSH6	2888	5041	5564	3326
GPR182	0	0	0	0
FAM189A2	27	89	138	74
DMRT1	0	3	0	0
ZMYM4	840	1656	2269	1342
KIF13B	276	1309	618	467
KRT25	0	0	0	0
FIGNL1	380	442	701	342
TMEM183A	42	54	118	76
PRRT3-AS1	28	1	0	3
HSPA5	5559	11800	13017	6909
PRR4	0	0	0	0
DSTNP2	41	80	56	31
FOXN3-AS1	32	80	101	41
AIM1L	28	102	114	69
KDM3A	603	1407	904	420
TTC5	100	238	244	146
TMEM38B	272	370	476	231
CDCP1	0	0	0	0
LOC101928205	1	0	0	1
PDK1	352	782	579	362
DSG2	521	966	959	586
KMT2A	1756	5363	4073	3554
TXNDC9	591	613	739	393
MT1L	0	0	0	0
LOC101927557	0	0	0	0
RYR1	11	35	21	15
C15orf26	1	1	6	0
C9orf129	2	0	1	0
THAP4	397	1374	1102	653
PRR5L	25	74	63	35
FBXL20	67	371	169	143
PRR20D	0	0	0	0
SNORD19B	0	1	0	0
EFNB1	32	66	91	47
PAXBP1	170	212	269	154
MIR580	0	0	0	0
LOC102724890	1	1	0	0
SPHK2	93	391	448	213
SPAM1	0	0	0	0
SNAR-B2	0	0	0	0
PTPRG	179	416	397	364
KRTAP9-9	0	0	0	0
HLA-DMA	15	78	49	45
CEBPD	39	165	139	56
FRG1	167	376	340	168
TMEM55A	135	337	217	146
SUFU	192	853	766	510
EYS	8	2	0	2
SEMA3D	1	2	3	3
POM121L4P	0	0	0	0
TRIQK	618	1126	1059	577
OR4C15	0	0	0	0
KAT2A	244	486	676	365
GPR161	125	242	304	159
MTNR1B	0	0	0	0
ITGA7	11	25	23	16
STOX1	79	107	126	80
ZSCAN16-AS1	32	91	64	41
LRRCC1	131	151	128	75
MTUS2-AS1	0	0	0	0
LOC100505474	0	0	0	0
MOB3B	39	75	127	57
PPEF1	11	8	7	13
CCDC167	122	207	216	116
LRRC4C	0	1	16	2
C17orf50	2	6	4	1
LOC101927348	0	0	0	0
ABCC2	3	6	17	13
CTSZ	32	90	92	42
LEO1	1649	3541	3117	1913
CNTN2	1	5	6	3
TMIE	0	2	0	1
DUX4L7	0	0	0	0
MIR557	0	0	0	0
OSBPL1A	304	621	615	379
NSUN7	53	224	125	80
TM6SF1	24	9	5	1
MIR340	0	0	0	0
TRA2A	330	483	735	467
C1QTNF4	0	1	0	1
SHPRH	48	50	85	44
PRM2	0	0	0	0
ALCAM	1576	3775	4649	2814
DOPEY2	488	1559	1008	654
C21orf90	1	0	2	2
SMEK1	908	1426	1705	945
ALG14	67	154	132	79
MMP7	0	0	0	0
MIR6796	0	0	0	0
LOC643923	0	0	0	0
SLC7A5P2	3	20	6	17
GPR152	0	0	0	0
PA2G4	4361	7210	8936	4480
ATP7B	108	213	352	224
RPS18P9	12	28	29	13
LRRC66	0	0	0	0
TFAP4	156	598	397	243
TP53INP2	93	403	332	166
PARVB	5	32	19	17
SFXN5	209	657	783	488
NT5M	63	284	182	134
CHID1	430	1506	1548	849
LINC00266-1	0	3	4	0
SIT1	0	0	0	0
TRPC5OS	0	0	0	0
LOC100506388	0	0	0	0
RSF1	874	2162	1708	1212
PANK1	148	244	366	207
CRYGB	0	0	0	0
PLD1	35	127	120	78
NOP9	1195	2565	3015	1845
FAM223A	0	0	0	0
HSP90B2P	13	9	6	10
IL9R	0	0	0	0
MIR3675	0	0	0	0
LINC01023	8	54	20	14
EP400	960	3232	2620	2110
BAIAP2	492	1720	1618	1012
HNF1A	4	0	0	0
TRIM47	23	58	71	22
PRKCA	79	226	212	172
TEX14	29	92	44	49
KRTAP11-1	0	0	0	0
DUSP21	0	0	0	0
CTXN3	0	0	0	0
AQP5	0	0	0	0
LINC00842	2	0	0	0
CCL25	0	0	0	0
MIR301A	0	0	0	0
HIST2H3C	0	0	0	0
LOC102724467	2	12	0	3
MIR33B	0	0	0	0
IL1F10	0	0	0	0
FAH	326	969	816	406
PKNOX1	224	474	473	236
LOC100506393	0	0	0	0
LOC102467073	7	7	2	5
LOC100192426	0	0	0	0
MIR125A	0	0	0	0
DEPDC5	152	418	399	293
PRRC2A	4663	14808	13613	8502
ZFY	0	0	0	0
PAIP1	1679	4268	3871	1990
ANKRD26P3	0	0	0	0
SCO1	449	924	959	586
ZNF766	528	1275	933	516
ZNF333	12	52	25	22
MIR3180-2	0	0	0	0
NLE1	197	951	586	420
MIR4725	0	0	0	0
PIAS1	229	456	392	210
RAP2C-AS1	33	114	104	69
PPDPF	4321	27535	21135	10675
OR13D1	0	0	0	0
CTPS2	966	2017	1814	1107
RRNAD1	151	563	411	316
PRSS42	0	0	0	0
C14orf132	980	3289	3349	2702
MTF1	357	644	815	425
SNAR-C3	0	0	0	0
LOC102724631	0	0	0	0
LOC101927134	0	0	0	0
MIR374A	0	0	0	0
KRT79	0	0	0	0
MMP2	0	0	2	5
SV2C	0	0	0	0
KRTAP23-1	0	0	0	0
TRPS1	2195	6383	4700	3730
PPP1R13L	276	1355	1265	706
ZFP28	0	0	0	0
CD24	3811	8640	7638	4775
PAK2	1803	3780	3624	2220
SYT7	483	1901	1268	884
RPTN	0	0	0	0
LDOC1	1909	8582	8396	5025
SYP-AS1	0	0	0	0
POLA1	1007	1854	1672	1111
MIR5580	0	0	0	0
LRPPRC	3993	10777	10051	6674
CCDC57	139	532	380	240
LOC283038	4	0	0	1
LOC101928855	0	0	0	0
HCFC1R1	268	1650	1235	735
LOC102723320	0	0	0	0
C5orf51	492	1092	1029	783
PDGFC	113	332	232	132
C1orf186	0	0	0	0
PRX	105	553	286	192
LOC101927835	0	0	0	0
LTB4R	6	31	14	19
WDR43	1100	1960	2229	1543
ISM1-AS1	0	1	0	0
HCN3	21	88	59	55
RMDN1	776	1926	1554	828
GGT5	9	142	29	38
OR51G2	0	0	0	0
ABLIM2	16	52	53	38
CCDC74A	107	441	365	209
LOC101927884	0	0	0	0
LINC00993	9	20	17	17
MIR4735	0	0	0	0
LINC00632	6	21	19	25
NUDT4	16	17	24	14
C17orf74	0	0	0	0
TMEM120B	111	312	310	302
MARCH11	0	0	0	1
LOC100132057	0	0	0	0
GATAD2A	439	1565	1834	1377
CT47A6	0	0	0	0
CPEB4	64	218	191	128
GPC4	448	1202	1424	822
LOC441461	2	14	5	1
WFDC12	0	0	0	0
LINC01305	0	0	0	0
GRIA3	0	0	0	0
TPI1P2	10	19	32	23
MIR658	0	0	0	0
STK4-AS1	13	29	15	13
CLEC2L	0	0	0	0
IQCH	56	81	80	55
ZNF205-AS1	31	27	18	7
GPSM2	1788	2558	2549	1296
HSFX2	0	0	0	0
ADAM19	3	4	15	6
RFPL4A	0	0	0	0
LAMP5-AS1	0	0	0	0
C15orf40	99	234	273	163
MIR2117	0	0	0	0
CA7	0	0	0	0
MIR29B2	0	0	0	0
MIR4707	0	0	0	0
LINC00265	23	88	93	62
MIR5581	0	3	0	1
OSER1-AS1	35	156	62	53
NCOA3	9225	23559	17177	11578
MIR548AA1	0	0	0	0
MDGA1	18	34	75	64
TPGS1	46	383	254	160
CD209	0	0	0	1
ROCK1P1	6	9	8	2
ZNF580	175	1483	693	453
LOC441081	0	0	0	0
OR10R2	0	0	0	0
SLC38A2	2488	6554	4443	3973
LINC01341	0	0	0	0
NFIX	591	2152	1666	1061
LOC101928516	12	24	50	9
NMRK1	98	198	210	104
CNGA3	0	0	0	0
MIR4660	0	0	0	0
OPTC	0	0	0	0
ERLIN1	512	1105	1241	669
SELE	0	0	0	1
C16orf45	37	142	86	45
BCL7B	207	741	787	441
LOC101927081	0	0	0	0
SGCA	0	0	0	0
TIAM1	344	1106	881	982
JAKMIP3	15	26	19	17
SDHAP2	16	25	29	19
MANEA-AS1	0	2	0	2
TUBGCP4	198	393	411	242
SLC39A14	312	867	795	517
MIR3136	0	0	0	0
NOL3	407	996	1031	554
SLC22A24	0	0	0	0
COQ10A	24	128	95	83
LRRC56	23	236	110	99
DARS2	1477	2927	2271	1385
OR4D1	0	0	0	0
SSR4P1	21	62	33	22
C8orf82	356	1733	1118	578
GTF2IRD2	1	6	15	8
MTHFR	93	413	438	284
HK2	625	1284	1241	842
NWD2	0	0	0	0
USP17L5	0	0	0	0
OR52L1	0	0	0	0
C19orf48	635	5479	3142	2244
ZNF184	145	314	241	129
LINC01176	0	4	0	3
C20orf197	0	0	2	0
SNX22	2729	107	137	72
ALG1L9P	21	2	6	0
LYSMD3	626	670	953	480
LINC00358	0	0	0	0
VPS37C	414	1918	1418	894
CAMKK2	483	1262	1597	1101
SLC7A3	0	0	0	0
RNGTT	364	550	714	424
PALM	285	1109	1024	586
PUS7L	216	307	343	222
GIMAP4	0	0	0	0
XPO1	3593	4100	5110	2924
VPS9D1-AS1	353	710	1374	589
CTHRC1	75	195	213	82
PGAP1	199	416	313	211
LOC100288181	6	17	12	7
GPR116	0	0	0	0
LOC440910	1	3	1	3
MIR8061	0	0	0	0
MIR4263	2	3	4	2
FHOD3	16	32	35	16
NPLOC4	1067	2277	3005	1852
ERCC8	103	159	165	93
TDRD3	204	343	340	189
MIR4458	0	0	0	0
SNAR-C4	0	0	0	0
EEF1DP3	2	16	4	3
G6PD	4593	13589	19586	10481
KIF13A	1073	2860	2514	1818
SLC27A5	21	80	44	31
PHKB	787	1902	1446	883
FOXD2-AS1	19	108	92	49
WDFY3-AS2	30	108	98	58
LOC101927058	0	0	0	0
ENPP4	10	11	30	16
RNU6-72P	0	0	0	0
MIR943	0	0	0	0
FAM66D	0	4	4	3
TTC8	190	461	400	235
TMEM233	0	0	0	0
ERCC-00028	0	0	0	0
AIRE	0	0	1	0
HOXA-AS3	6	3	0	0
CT47B1	0	0	0	0
AGK	214	525	493	264
CDC37L1	140	252	248	137
LOC100289473	0	0	0	0
POC1B	362	632	417	242
RNF128	3	0	3	0
PLGRKT	185	439	461	262
CYB5R1	417	1804	1396	819
SENP2	440	699	766	457
ATP1B3	939	1427	1914	967
FAM49B	1043	1848	2476	1253
IP6K3	0	1	0	0
KRBOX1	0	0	0	0
OAZ3	403	58	88	34
LTBR	228	1396	742	508
STAT2	53	208	173	200
BPIFB3	0	0	0	0
POPDC3	17	40	56	36
SF3B1	3641	5560	6274	3650
LGALS9	0	0	0	0
NSMCE2	550	1361	1120	565
COL8A1	0	0	0	0
MIR208A	0	0	0	0
TOMM40L	154	344	386	250
SNAR-A9	0	0	0	0
LOC102467212	0	1	0	0
NCF2	12	17	128	57
C9orf24	1	5	3	0
RALYL	1	2	2	0
SLC25A46	450	740	817	411
GS1-24F4.2	1	0	0	0
KDM4B	395	1632	1152	795
MIR6797	0	0	0	0
FTHL17	0	0	0	0
LDHAL6A	1	0	0	0
OR10T2	0	0	0	0
TTTY8	0	0	0	0
USP17L24	0	0	0	0
CHEK2P2	0	0	0	0
ZFP37	0	0	0	0
SCARNA15	0	0	1	2
LIN7C	173	273	247	284
ABR	610	1934	2151	1496
ANKRD36BP1	23	1	2	1
CYTIP	1	11	14	10
RUFY4	0	0	0	0
IPO13	241	751	829	442
IL11RA	9	40	16	14
SNORD37	0	0	1	2
CHERP	580	1856	2100	1390
ZNF252P	195	376	522	319
SERPINC1	1	1	0	1
MIR4641	0	0	0	0
SLCO1C1	0	0	1	0
LRP1B	88	256	263	253
ABHD17B	131	262	257	174
LRRC43	0	0	0	0
PYHIN1	0	0	0	0
SLC25A33	67	117	99	53
ART3	0	0	0	0
SNORD115-29	0	0	0	0
ZNF507	334	737	551	416
DEFB136	0	0	0	0
FAM3C	147	151	364	162
OR52N5	0	0	0	0
ARHGEF5	91	301	271	158
JPH3	11	44	54	34
MMRN1	0	0	0	0
WWTR1	313	648	720	467
ZNF790	50	105	103	52
SLC6A7	0	0	0	0
OR13A1	0	0	2	0
LINC00086	0	3	0	0
AP1S1	720	1664	2146	1283
NSF	253	322	434	244
COL1A1	336	1625	1010	740
PIGN	231	340	417	236
AP5M1	343	484	574	301
LOC100507373	25	30	9	6
LOC100129213	0	0	0	0
DPY19L3	401	690	662	413
PMAIP1	79	240	129	154
LOC101927901	0	0	2	0
OR5D13	0	0	0	0
ZNF318	423	913	966	572
DPY30	758	1150	1306	648
IFT88	200	467	388	199
IL25	0	0	0	0
GHDC	0	1	3	1
ACACA	1233	3051	3035	2305
TBC1D3F	0	0	0	0
C1QC	0	0	0	0
MIIP	65	200	211	104
MIR4435-1	0	0	0	0
EDEM3	332	625	812	582
SYN2	0	0	3	0
ROCK2	972	1793	1864	1272
LOC645382	0	0	0	0
PRL	0	0	0	0
IQCB1	203	560	429	243
LOC100996325	0	0	3	0
NYAP1	0	0	1	0
ARFIP1	680	1299	1268	650
RAB31	1120	2433	2174	1479
TAX1BP1	1347	2963	1779	1059
PCCA	143	359	283	176
C17orf59	121	600	388	181
ERVMER34-1	173	216	372	226
RNU6-66P	0	0	0	0
SNCB	12	62	33	21
MYO7B	0	0	0	0
FDPS	1709	3666	4293	2484
LCE3E	0	0	0	0
ODF4	0	0	0	0
LRMP	0	0	0	0
MIR1229	0	0	0	0
TMEM145	1	7	0	2
PDE2A	0	48	3	3
FBXL7	14	27	42	32
NXF2	0	0	0	0
ALG10	58	95	90	74
FAXC	75	136	203	113
VARS2	246	1501	913	548
TM4SF4	0	0	0	0
SMYD1	0	0	0	0
MNAT1	386	796	617	344
CDK5RAP3	736	2277	1867	1183
LRIT1	0	0	0	0
MPC1L	0	0	0	0
C16orf52	78	129	116	81
SLC6A6	496	956	1871	1396
KCND1	7	53	15	18
LOC101928559	0	0	0	0
CCDC50	113	271	200	115
RARA	558	2325	2472	1576
RHOBTB1	97	273	189	115
TIGD4	2	2	4	0
KLHL41	4	1	2	2
RUSC2	31	143	132	91
C18orf21	102	250	134	89
SPATA13-AS1	0	0	0	0
GON4L	343	979	888	569
BRAT1	414	1606	2010	1076
MIR5681A	0	0	0	0
LOC101927502	0	0	0	1
MIR942	0	0	0	0
SNORD116-27	0	0	0	0
OR4S2	0	0	0	0
LOC101927230	0	0	0	0
ENPP5	73	143	196	83
TAS1R2	0	0	0	0
C20orf85	0	0	0	0
ZC3H12D	0	2	0	3
C1QL3	8	0	0	1
SNHG17	48	181	136	90
C7orf57	0	0	0	0
CNTFR	2	8	17	1
PDCD2L	66	172	124	67
CCNA1	34	82	60	36
KRTAP10-8	0	0	0	0
PRELID1	1801	4252	5036	2373
PDGFD	0	0	0	0
SF3B3	7086	11823	14810	8360
LOC102724678	0	0	0	0
LMO3	11	32	63	28
SNTB2	367	643	849	648
APOL3	1	9	4	6
TRIP12	2486	4898	4602	2938
HOXA11-AS	4	45	33	34
SSTR5	1	11	19	13
TBX5	0	3	0	0
CDHR2	0	4	0	0
KLC4	132	765	355	230
BEND5	2	5	5	1
LINC01333	0	0	0	0
HAUS2	211	318	381	226
TMEM97	1135	2360	2585	1655
LINC00703	0	0	0	0
COASY	250	880	885	475
CPD	696	1723	1576	1130
PACRG	0	2	4	1
MAGEA4	0	0	0	0
MIR6871	0	0	0	0
TSPAN33	79	273	288	136
LOC102467146	0	0	1	1
TMEM9B	303	529	757	376
CAB39	418	764	798	478
MAPKAPK5-AS1	178	437	287	179
UPF3B	309	614	661	387
BCAR1	476	1612	2253	1244
CYB561D2	106	305	260	165
BCLAF1	3445	5016	5818	3487
ERLEC1	690	1484	1238	739
COL1A2	0	0	0	0
BZW1	2723	3574	4035	2280
APTR	97	116	112	70
HBQ1	1	0	0	0
HIST1H1B	0	6	9	8
TMEM248	308	846	847	631
DENND5B	110	208	326	217
CETP	0	0	0	0
OLR1	0	0	0	0
SCML2	60	73	121	50
MIR3591	0	0	0	0
ZNF37BP	35	120	111	95
GUCA2A	0	0	0	0
MIR498	0	0	0	0
MSL3P1	140	294	278	141
METTL17	144	439	321	211
NUDT22	204	755	813	455
HCG23	0	0	0	0
ASPDH	2	0	0	0
LOC101929153	0	0	0	0
TRMT10C	496	543	915	442
SH3RF3	0	0	3	1
PLCG1	848	2794	2561	1786
SPEM1	0	1	0	0
SPTY2D1-AS1	102	37	46	26
KIRREL3	1	0	0	0
FLJ40194	0	0	0	0
VAT1L	0	2	0	3
SLC18B1	128	301	265	177
GLTSCR2	2314	9626	8394	5448
DEK	3871	4944	5399	2868
COQ10B	163	302	404	206
C1QA	0	0	1	0
LINC00167	7	7	4	6
DSCC1	421	468	568	273
OR51F1	0	0	0	0
MIR572	0	0	0	0
PPP1R11	586	1531	1220	630
NOSTRIN	0	0	0	0
LOC100131626	27	0	0	0
HK1	3350	11871	8999	5535
IFIH1	220	583	446	278
TNFSF15	1	0	0	0
KLHDC3	1332	4200	3573	1970
ATP5J2	368	933	1084	571
PFKM	663	2219	2104	1332
NRD1	3008	6923	5360	3106
GPR153	85	264	710	403
SEMG1	0	0	0	0
ABHD3	109	152	152	87
FOXK1	271	1452	1045	881
AVIL	20	8	6	8
ST8SIA2	0	0	0	0
UGT3A2	33	101	86	50
SLC35E3	249	464	503	320
RALGPS1	41	155	147	126
DEFB106A	0	0	0	0
SERTAD3	107	353	489	293
WBSCR22	926	1885	2220	1038
POMT1	225	672	893	502
TECTA	6	13	7	8
CST4	0	1	0	1
CALM1	5444	8113	11858	6289
ST3GAL4	156	638	351	217
ATG5	271	422	424	239
MIR3117	0	0	0	0
MSH5	0	1	2	0
UBA5	496	948	1154	586
CNTF	0	0	0	1
BCDIN3D	85	205	227	129
MIR211	0	0	0	0
OR6A2	0	0	0	0
ZCCHC17	291	514	677	394
TEAD4	274	827	525	254
CCL3L1	0	0	0	0
C1orf180	0	0	0	0
PTPRCAP	4	6	4	6
GAPVD1	541	999	1386	963
KIF21A	604	1011	1246	821
MIR548AS	0	0	0	0
LOC387810	0	0	0	0
KCNG3	2	4	2	1
C17orf100	36	99	34	31
FAM35A	405	495	524	297
BRICD5	33	4	15	14
PITHD1	239	609	857	465
MAPK8IP1	257	959	1000	550
SNORA74B	0	0	0	1
FAM195B	289	1599	1252	842
MTMR6	268	432	454	278
ZNF331	179	371	388	177
RSRC2	680	1027	1169	712
C4BPB	0	0	0	0
TOP2A	3737	8540	5040	2752
PTGFRN	728	1965	2470	1921
VTRNA1-1	0	0	0	0
SEC31B	0	0	0	3
TRIB3	420	6838	1069	1270
MIR526A2	0	0	0	0
RQCD1	867	1940	1981	1189
LOC100422556	1	1	3	4
ZNF680	293	234	327	168
GTF3C2	695	1711	1948	1183
ZW10	355	576	544	293
IDUA	53	357	330	196
F11-AS1	0	0	0	0
CSK	864	2475	2955	1649
MIR4470	0	0	0	0
SULT1A4	0	0	0	0
MIR3183	0	0	0	0
ZFP92	0	0	0	0
MRGPRF	2	2	1	2
CNTN1	0	0	0	0
KHNYN	987	2739	1915	1279
ALS2CR12	1	4	4	9
DOCK9-AS2	1	23	10	8
OR5M1	0	0	0	0
CERS5	355	972	954	500
PGBD2	61	104	118	72
OR51L1	0	0	0	0
COX7A2	1157	3067	3094	1717
TRIM69	0	1	0	0
MIR4485	0	0	0	0
PET100	182	449	543	230
C10orf131	2	1	6	3
MIR6854	0	0	0	0
PDE8A	405	861	665	369
MIR548H4	0	0	0	1
TRAPPC2	61	283	174	191
RHOT1	259	496	336	222
HIST1H2APS1	0	0	0	0
ZNF202	122	232	245	131
EGR1	363	1067	1441	944
IL17RE	8	109	46	47
RPP40	315	499	340	169
ELP6	130	338	438	200
KCNG4	0	0	0	1
TSPAN32	0	1	0	0
PDE6H	0	0	0	0
ZFP64	239	639	635	356
NLGN1	0	0	0	0
SDR39U1	321	1072	660	460
OR5AC2	0	0	0	0
RAD51AP2	0	0	0	0
VHL	1099	3314	2937	2341
FADS3	104	511	422	253
CNIH4	693	1090	1158	516
LOC440896	0	0	0	0
RPS23	6566	14284	16926	8746
LOC100131496	8	0	4	1
SYT11	0	1	1	1
SUN1	545	1532	1469	1006
KDM6B	184	1136	1192	919
RAB4B	0	0	0	0
SDC1	460	1226	1541	1042
RAI14	528	858	1015	575
DPYD	41	59	94	48
LOC407835	8	28	22	8
PNPT1	688	758	1051	559
MIR129-2	0	0	0	0
TACO1	990	2373	1938	1125
COX8C	0	0	1	0
TMEM87B	990	1377	1824	1116
MAP3K3	685	1740	1712	856
GCNT3	1	1	0	0
HPSE2	0	0	0	0
UBTD1	74	329	399	210
SPANXD	0	0	0	0
IRF2	137	333	306	163
DBF4	601	744	671	367
CTAGE9	0	0	0	0
IQGAP2	5	5	4	3
SLC1A1	39	95	216	161
USP17L26	0	0	0	0
BTAF1	483	764	963	582
VCY1B	0	0	0	0
RNF183	5	13	13	17
GCLM	248	303	355	201
TREH	1	6	0	1
MIR3180-3	0	0	0	0
CCDC155	0	0	1	1
FAM186B	3	37	9	11
OR5B21	0	0	0	0
LINC01258	0	0	0	0
KRTAP12-4	0	0	0	0
MIR449C	0	0	0	0
TNFAIP8L3	17	18	32	15
KIAA1522	1901	9241	8049	5193
YIPF4	551	1461	947	539
EPO	0	0	3	0
CELSR3	78	537	396	353
ZNF730	29	28	30	31
ANKRD36B	13	31	27	23
LOC102467655	0	0	0	0
SCNN1G	2	4	9	2
POLD3	405	748	598	367
LINC00523	0	0	0	0
SLC25A18	93	305	211	126
ZBTB47	16	52	59	45
SNX32	0	0	0	0
RGS19	175	367	658	300
LOC100132111	2	15	15	20
TNS4	13	101	19	14
OR1J1	0	0	0	0
LOC100506022	4	22	16	9
TMEM30A	932	1693	2512	1527
CRK	668	1298	1592	934
SCYL1	1057	4417	3209	1909
SRGN	0	0	0	0
PNMT	0	0	0	0
MIR3151	0	0	0	0
OR14J1	0	0	0	0
BIN3-IT1	0	0	0	1
LRRC37A3	14	72	67	36
LOC392232	0	0	0	0
MIR629	0	0	0	0
KBTBD12	0	0	0	0
ST6GALNAC5	6	3	17	11
ALG8	283	461	851	367
GIT2	325	676	649	402
RTFDC1	1799	4128	3960	2286
PRB1	0	0	0	0
NKPD1	2	10	7	6
KBTBD13	0	0	0	0
ERCC-00097	0	0	0	0
CD3E	0	0	0	0
SNORA53	1	3	1	1
PIFO	3	23	10	12
SPANXN5	0	0	0	0
MYH3	3	11	11	8
ZNF385C	4	8	3	3
KLHDC4	443	1205	1015	679
NKX2-5	0	0	0	0
CELSR1	576	2630	1964	1974
AGA	521	1344	1144	563
LINC00162	0	0	0	0
TIPARP	202	616	300	230
MIR1260A	0	0	0	0
TEX19	22	110	39	17
MIR181B2	0	0	0	0
RBCK1	232	1784	1207	845
TCEAL6	0	0	0	0
MIR509-1	0	0	0	0
ZNF732	78	117	85	78
RPL26L1	232	432	389	176
PPP1R14A	0	0	0	0
MIR337	0	0	0	0
TAF7	2164	4089	4097	2424
FNDC3B	225	433	588	339
RAB11FIP5	173	578	649	423
GORAB	117	209	139	96
LOC101928940	0	0	0	0
PPME1	594	1300	1345	680
FER1L5	1	0	0	3
MARCH7	1380	2461	2457	1457
MED10	175	584	485	278
IFNL4	0	0	0	0
CLEC4D	0	0	0	0
DOLPP1	151	453	419	228
LOC100131564	8	31	22	20
MYBPC3	0	0	0	0
RNF181	521	1640	1012	569
CSRP2BP	283	623	713	384
OR1Q1	0	0	0	0
WFIKKN2	0	0	0	0
LINC00963	94	452	277	197
PDCD11	1283	2360	3206	1879
ADAM5	0	0	0	0
DNAAF2	261	305	519	221
DCN	0	0	0	0
MKS1	120	544	328	203
OR6S1	0	0	0	0
NAA10	631	1389	2181	989
SH3BGRL2	153	333	293	223
FLJ37035	6	60	17	16
RABGAP1L	328	786	764	535
TPRN	233	1116	1306	790
LSP1	0	3	3	0
AMIGO2	605	1925	1435	1106
SMIM13	252	318	525	281
KIF14	1180	1017	1380	704
XRCC6BP1	138	240	226	132
SEC11A	1626	3723	4938	2606
ZKSCAN7	1	14	10	13
CWF19L1	314	546	645	327
GGA3	190	531	521	343
RDH14	27	106	104	57
UBAC1	529	1513	1461	781
SAT1	140	590	270	196
LRFN2	10	46	10	6
VPS36	334	744	642	355
ZFAND6	250	583	578	290
OXA1L	919	3675	2735	1847
KIAA1462	10	14	46	18
ERGIC3	1754	5784	5689	3178
MIR3179-2	0	0	0	0
KLF3-AS1	12	9	5	7
CXADRP3	0	0	0	0
MDH1B	15	20	23	18
EFCAB6	5	3	0	5
CAMTA2	245	977	818	532
ARL5A	922	1040	1325	756
CATSPERB	4	12	7	8
NOC2L	1955	4872	5320	2873
ISM2	1	0	15	4
GSN	366	2069	2848	2339
MIR3202-1	0	0	0	0
SYNE4	120	529	448	252
ADCY9	1026	2935	2539	1755
DLST	1018	3620	2733	1599
QPCTL	161	747	571	359
MIR4435-2	0	0	0	0
MKRN1	1225	4434	2818	1681
SPAG8	4	8	1	3
LOC100129534	3	15	6	3
CXorf58	0	2	1	0
PDK3	1678	3209	2933	1613
TLR2	20	23	49	23
TUBG2	11	45	80	48
PLEKHH1	255	816	678	554
GPR150	1	3	2	1
GOT1L1	0	0	0	0
LOC100128288	2	19	6	5
