Gene_ID	MCF7-2-DMSO-1	MCF7-2-DMSO-2	MCF7-2-DMSO-3	MCF7-2-LY-1	MCF7-2-LY-2	MCF7-2-LY-3	MDA-MB453-DMSO-1	MDA-MB453-DMSO-2	MDA-MB453-DMSO-3	MDA-MB453-LY-1	MDA-MB453-LY-2	MDA-MB453-LY-3	MDA-MB-468-DMSO-1	MDA-MB468-DMSO-2	MDA-MB468-DMSO-3	MDA-MB468-LY-1	MDA-MB468-LY-2	MDA-MB468-LY-3
ESRRB	3	1	2	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0
BBS4	365	475	602	440	329	446	96	80	99	199	148	168	148	186	244	98	144	195
FAM63A	756	1300	1192	980	1052	1012	535	543	595	1792	1309	1688	150	214	299	136	185	268
CCDC120	350	501	839	783	600	1105	609	568	569	1038	818	821	302	350	524	159	254	378
AC135048.1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNA2	60	116	94	252	224	254	25	17	46	124	101	126	648	565	1068	893	955	1596
ETAA1	177	302	394	218	140	249	243	250	254	283	231	185	214	274	398	171	199	316
FAM96B	695	1010	1227	626	543	849	765	841	1039	855	681	907	554	564	830	681	678	839
NPHP1	23	27	22	24	20	17	18	9	12	3	4	7	39	49	72	40	45	39
SNX18	497	598	969	498	402	615	638	594	813	1414	1050	1495	877	1178	1502	710	991	1183
EIF4EBP2	5731	7277	9782	5537	3982	6543	4677	4312	5309	4939	3701	4297	3094	3688	5739	2589	3325	5338
NES	712	846	961	643	480	822	4444	3921	5981	4895	4005	3812	144	602	484	61	306	156
DPP8	570	603	1187	901	572	1080	660	585	740	985	761	858	452	496	785	420	430	777
FUBP3	1599	2157	3475	2301	1727	2861	1018	947	1351	1853	1448	1864	1346	1427	2419	1369	1592	2581
SNAI3	30	29	35	58	47	62	4	16	8	1	0	4	23	36	40	22	16	39
AP1M1	1317	1522	2227	1148	816	1373	975	988	1136	1269	1064	1373	1031	1200	1680	1121	1342	1690
HAT1	3028	3821	4540	2470	1793	2830	2000	1945	2626	1882	1334	1671	2077	2432	3278	1972	2157	2634
DPY19L4	703	869	1459	766	528	912	304	338	377	789	572	592	220	207	350	313	283	575
NADK2	1060	1487	2073	848	594	1119	999	972	1251	1936	1399	1466	1025	926	1629	858	933	1386
CORO1A	179	205	287	302	181	407	7	3	3	0	2	0	264	293	410	252	298	300
ZNF880	242	271	400	310	205	304	0	2	3	2	4	3	121	136	225	113	113	205
ENPP5	101	171	176	294	240	357	33	58	48	224	181	183	91	78	157	55	88	104
S100A14	3636	5932	6048	12535	10871	14779	10138	9831	10083	24905	19517	18524	4468	5095	6387	3844	5392	5599
TBC1D3H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAS4	953	988	1543	1013	733	1182	8	6	6	8	4	4	129	104	208	68	85	88
STK19	230	313	348	272	228	301	116	124	129	196	163	195	238	230	340	235	303	335
MED13	4614	5585	11150	7765	4951	9437	2358	2367	2442	4414	3457	2988	1242	1332	2166	955	1109	2051
MYOM1	3	9	7	14	15	15	0	0	1	3	0	2	18	28	65	30	25	57
CLLU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITCH	824	1194	1820	1392	991	1614	1011	978	1157	1510	1173	1267	1378	1546	2204	1371	1378	2148
CFH	0	0	0	2	3	0	0	0	0	0	0	0	14	42	69	8	22	31
LRP3	2460	2742	3881	2677	2147	3255	1878	1902	2997	4945	4235	6030	239	458	497	131	322	351
IFNA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM218A	24	46	34	10	15	14	2	1	4	3	0	4	5	5	17	8	9	12
PRB3	4	10	5	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0
HIPK2	1493	2067	4243	5927	3980	6798	695	678	528	1291	1091	612	842	1185	2031	552	927	1782
PRPF4	1663	2075	3156	1515	988	1646	620	573	731	440	334	343	1560	1561	2262	1586	1612	1903
ACTR5	165	219	389	154	98	202	342	352	475	249	192	236	239	277	414	189	243	321
WBP1	3031	4362	4079	2742	2428	2637	1317	1401	1711	1986	1524	1882	298	396	547	169	298	318
PLAC8	1	4	7	0	5	7	0	0	0	0	0	0	9	8	16	2	10	5
UBE2NL	1	11	5	2	2	3	4	3	5	7	5	4	5	1	6	5	3	2
GCC1	705	761	1116	748	618	960	1308	1227	1418	3302	2558	2939	957	1036	1450	1102	1329	1363
KRTAP19-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD2L1BP	434	633	768	466	384	583	429	437	565	624	496	559	457	445	653	468	431	626
SMDT1	1390	2005	2268	1301	1124	1519	1437	1394	1978	2380	1911	2609	302	472	598	283	450	535
ALG11	65	78	150	99	71	148	131	151	187	357	255	343	89	89	148	91	91	109
HRH4	0	0	1	2	0	1	0	1	0	1	1	1	0	0	2	0	1	0
RANBP9	1452	1882	2514	1790	1287	2049	2492	2274	2811	3816	2974	3488	1992	2153	3131	2046	2078	2644
NUTM2G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GNPAT	868	1198	1201	856	684	804	1543	1401	2056	2717	2123	3040	1040	1227	1427	1043	1455	1295
GSTO2	336	516	578	262	198	298	481	488	648	657	591	720	7	4	7	3	7	6
PARVB	16	17	30	34	19	61	6	1	2	1	1	2	0	1	4	1	6	1
EFCAB2	150	172	182	78	76	108	33	27	40	72	62	51	168	168	234	138	171	180
PRED60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRAS	74	86	128	138	95	125	21	27	30	37	37	27	966	1191	1495	454	924	946
AGO1	994	1485	2174	1986	1499	2413	1441	1553	1660	2544	2128	2174	2319	2505	4135	1834	2368	3943
OR52K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBL3	2307	2838	3881	1699	1292	2513	1685	1637	2169	1677	1370	1601	1536	1479	2230	1626	2001	1961
AC007382.1	6	4	3	7	3	3	2	1	2	2	0	0	4	2	6	1	0	2
ATF3	41	239	73	29	107	48	14	15	22	14	3	8	142	142	328	231	241	459
MIER1	338	501	839	724	415	715	781	767	820	1004	725	753	1154	1379	1961	898	1025	1593
PRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBTPS2	974	1201	1474	817	630	849	754	717	1015	1169	893	1049	363	423	542	364	381	467
SNX22	114	123	154	94	106	157	55	64	68	77	48	50	13	12	22	18	19	13
CCDC97	1398	1799	2202	1306	1268	1796	1267	1272	1566	1862	1576	1780	1406	1817	2405	1387	1991	2047
FURIN	626	842	1310	908	579	1000	870	835	1397	2793	2225	2850	571	658	1045	524	659	947
NDUFAF2	356	502	511	308	291	329	267	200	318	222	189	229	385	448	495	422	536	501
LY6G5B	9	10	30	24	5	16	8	8	3	3	2	1	9	21	26	18	17	68
SCCPDH	908	1068	1615	2333	1527	2488	3515	3315	2508	4698	3589	1265	1154	982	1355	864	873	961
DCC	1	0	0	0	1	3	0	0	0	0	0	0	2	5	3	1	1	3
OSTM1	285	271	513	344	269	426	340	340	394	958	702	800	316	330	473	410	382	557
NUP50	1322	1654	3008	1575	888	1799	2180	2128	2333	2264	1770	1585	1558	1631	2697	1490	1534	2861
GJC3	1	10	4	4	2	3	77	47	52	202	148	131	34	39	55	16	38	28
GRINA	7624	9836	10743	7718	6896	9432	13312	12782	16925	21445	18349	21890	2040	2288	3113	1963	2702	2629
SLC30A6	758	994	1434	973	735	1092	469	421	548	874	682	672	1043	1054	1572	943	1035	1609
SLC16A4	15	36	22	98	119	91	1	1	0	1	3	1	62	72	96	29	43	77
ZNF707	327	471	696	553	417	717	272	278	339	601	441	519	243	342	471	293	363	447
CLNS1A	2606	3856	3797	2635	2091	2757	1525	1383	1866	1688	1271	1586	1890	2171	3150	1767	2029	2442
MERTK	44	35	53	102	18	86	3	1	2	0	2	2	19	32	40	16	19	29
CTD-2521M24.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0895L	257	333	498	340	263	461	239	224	259	541	420	589	80	87	138	52	88	163
LYZL1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MECR	322	418	524	361	307	407	393	333	495	463	393	437	265	283	437	257	342	394
ATP6V1E2	141	229	254	203	237	249	93	68	132	115	117	113	104	118	181	131	168	221
RP11-187E13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR48	606	948	1092	537	403	575	477	455	561	697	514	518	424	463	642	335	337	398
C3orf83	84	143	133	76	85	83	42	43	48	75	43	70	33	38	46	24	28	22
OLR1	0	0	0	0	0	9	0	0	0	0	0	0	326	260	735	318	226	520
RDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPW	482	546	756	195	141	257	619	581	709	147	129	85	691	712	1051	592	821	749
AC011530.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC1	359	584	504	489	447	507	153	164	182	289	261	249	159	171	293	170	234	338
S100G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTRHD1	1078	1636	1572	1034	901	1204	285	262	360	213	200	203	446	502	636	337	441	467
GON4L	737	1132	1654	1123	830	1495	795	773	868	1159	944	936	840	831	1346	744	890	1242
FOXD4L1	0	0	7	2	1	3	3	0	3	5	2	2	0	1	0	0	2	1
AP3D1	5280	7404	10455	6985	5678	9356	3640	3794	4698	6876	5860	7483	3136	3600	5588	3081	4005	5863
WNT3	38	59	106	27	22	31	0	1	0	5	5	12	13	19	23	15	11	38
KHDC3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TRPM5	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF792	84	140	183	119	81	119	110	93	119	139	96	118	70	66	83	34	39	59
IER3	1311	1555	2321	749	701	909	1632	1685	1190	2388	1981	1033	6628	5833	15066	10372	8697	21409
SCARF1	5	7	10	19	15	20	0	0	0	2	1	2	1	2	3	2	0	3
OR5D18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K5	249	323	561	390	232	440	398	421	544	352	314	318	687	656	1051	791	912	1487
FCGR2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027307.3	9	12	21	5	5	11	1	6	5	2	4	6	14	17	14	16	6	16
P2RX6	0	0	0	0	2	0	0	0	4	2	2	0	0	0	0	1	0	1
RP11-404L6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPG2	736	876	1109	1174	960	1644	114	119	169	175	141	159	2473	2410	4014	1675	2100	2901
SHROOM3	1562	3156	3417	4072	3804	5365	1323	1380	1717	2303	1804	2088	1982	2208	3419	1424	1672	2400
BTBD7	840	1221	2265	1559	1062	2015	1029	1076	1198	2139	1615	1623	619	754	1057	433	562	952
THAP8	102	180	175	153	177	232	73	71	88	100	86	99	98	86	142	86	109	110
SPTB	16	23	24	83	76	89	1	2	1	8	5	4	129	180	254	55	97	123
OSBPL9	1637	2088	3399	4360	2562	4666	179	185	230	350	279	347	3082	3586	4977	2839	3373	3933
TMOD3	2857	4112	6307	3556	2515	4339	1616	1546	1857	2954	2300	2266	1544	1499	2285	1632	1466	2181
S100A4	4	14	17	34	23	28	2	3	1	1	1	0	292	236	362	257	310	522
CDH10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARD3B	163	269	439	387	302	473	242	225	308	399	305	264	335	377	640	274	370	573
STRIP1	716	1381	1810	1442	1197	2037	487	498	562	958	788	849	845	876	1455	741	891	1517
TNFAIP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIN4	298	398	440	215	212	255	117	119	155	223	169	187	167	215	288	126	224	239
CNBD2	0	1	0	0	0	6	4	2	1	3	1	3	0	0	4	2	4	2
PRUNE2	5	4	4	4	10	13	1	1	1	2	0	0	0	3	2	1	19	11
RASAL3	3	3	0	4	6	9	0	0	0	0	0	0	5	4	2	2	3	8
ZNF280D	415	674	797	460	358	519	426	372	460	780	564	607	222	208	332	193	191	310
PICALM	3146	4069	5465	4402	3189	4824	2409	2167	3076	3436	2557	3303	4634	4805	6747	4290	4483	5625
RLN1	11	16	18	6	6	4	4	3	4	1	2	2	0	0	1	0	0	1
PHF10	1319	1440	1963	852	547	1030	567	515	773	426	314	456	188	253	286	223	273	315
CABP2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCLG2	645	949	1124	718	514	826	1078	1060	1488	1654	1167	1272	586	681	996	396	470	592
DDHD2	579	679	985	688	497	813	340	350	409	387	316	329	1123	1199	1824	953	1088	1500
ZBTB44	652	999	1537	866	551	1051	997	1036	1314	1200	958	1167	1004	1346	1882	781	897	1441
SLC6A14	3	6	9	9	6	18	0	0	0	0	0	0	635	677	921	214	306	431
FOXE3	0	2	3	0	1	1	0	0	0	0	1	1	0	0	3	0	1	2
C19orf18	0	1	1	5	4	0	1	0	1	1	3	0	2	3	8	6	9	7
TGM1	9	8	26	117	40	157	9	4	0	4	7	1	252	194	339	150	157	214
TMEM57	1084	1463	1718	1221	1008	1248	1532	1406	2018	2695	2142	2491	840	1151	1185	650	973	825
CLDN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT5	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0
TAS2R14	3	4	4	5	3	5	3	0	1	1	2	0	12	8	8	5	15	11
RPL19	14442	21999	20611	17548	15689	19363	10214	10004	13898	14139	11313	13469	12107	14578	18075	12157	15959	14730
TIMM21	511	552	805	437	307	494	504	481	561	379	329	344	591	638	769	596	720	775
ABCA5	190	328	452	509	364	541	92	85	84	231	184	137	104	94	131	133	128	219
ARID3A	515	555	989	544	375	759	408	390	358	476	383	472	284	279	455	269	263	401
KRTAP2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP10D	18	42	50	107	79	148	42	42	50	54	42	22	111	86	140	108	94	119
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXN2	2	0	1	0	3	0	0	4	1	5	1	1	0	0	0	0	0	0
OR10J5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	113	142	254	291	215	399	1	1	0	0	1	1	0	1	1	0	0	1
RP11-362K2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD6	8	13	11	56	63	41	2	0	0	0	0	0	119	138	155	47	58	75
SLC22A11	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2D	2939	3886	8307	5780	3711	7618	1751	1718	1593	3353	2987	2541	1607	1836	3287	1397	1709	4014
CSNK2A3	20	19	27	18	8	20	15	21	24	16	13	20	15	18	23	19	25	31
MLXIPL	27	37	48	82	75	120	0	0	0	0	1	0	1	5	2	0	3	5
TMC8	1	5	5	14	9	9	0	2	1	0	1	2	0	3	6	1	0	6
ALKBH3	53	56	94	54	52	60	408	362	484	380	281	436	154	183	228	106	161	141
C1orf43	8377	11776	12551	7963	7207	8683	6344	6047	8112	10341	8032	10704	5014	5504	7013	5326	6327	6396
ZBTB42	2035	2652	3403	2434	1793	2708	2053	1998	2884	3733	3080	3724	230	264	367	111	185	195
C2CD3	585	750	1145	680	468	805	556	568	609	843	659	644	1009	1260	1700	1054	1186	1734
TNFSF13	173	193	166	148	129	182	137	144	157	336	254	297	155	204	245	159	203	214
TIAM2	8	15	29	124	77	150	3	2	4	7	11	3	54	61	81	58	34	63
MAP1LC3B2	7	20	20	18	11	25	2	3	6	2	8	5	3	9	7	9	7	11
ESYT3	17	26	46	36	32	42	13	11	22	18	18	16	78	114	132	88	105	182
TMEM125	574	710	811	617	596	740	470	400	633	609	530	557	574	748	891	581	705	632
LINGO2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EFHC1	141	185	273	168	114	202	104	86	118	234	179	213	94	80	123	59	95	143
GPATCH4	1950	2376	3810	1790	1408	2263	2048	1958	2799	2900	2289	2786	1512	1722	2413	1731	1952	2279
TMPO	7185	9658	14009	4015	2593	5187	5219	5052	6576	929	786	954	3799	4506	6120	2656	3573	5080
FLG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	1922	2818	2873	1726	1503	2023	1237	1259	1641	1243	1046	979	3263	3521	4903	2945	4352	4451
HFM1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD4	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ANKRD18B	168	235	264	111	94	124	0	0	1	1	1	0	0	0	0	2	2	0
FOXJ3	700	1003	1708	1023	650	1205	896	792	1156	1471	1074	1127	1203	1324	2229	1038	1084	2049
DARC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF4B	84	66	107	65	38	106	44	37	69	40	32	10	227	288	379	242	230	317
NOMO2	477	510	705	785	709	967	554	550	688	1170	927	980	257	264	379	190	274	345
OR5K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF366	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM169B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM132A	4	9	9	2	6	3	3	2	2	1	2	2	6	9	13	3	14	18
PDK1	405	708	1050	601	338	798	205	211	281	237	164	152	428	506	728	460	539	893
CSNK1G2	1221	1603	2124	1277	975	1698	1580	1439	1862	1928	1698	2013	1268	1587	1894	1099	1497	1881
C12orf45	263	347	427	209	184	238	110	104	127	93	99	81	216	190	233	226	249	195
COL28A1	10	8	14	16	11	23	1	0	2	2	1	2	0	1	2	0	1	2
FAM110A	565	865	1075	540	501	703	2245	2387	2151	2044	1649	1646	412	337	573	218	306	456
MSTO1	387	465	732	468	326	561	344	301	411	414	345	445	247	240	437	207	271	348
HBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP1	1241	1940	2414	2110	1734	2393	3597	3729	4129	7177	5822	5721	2721	2977	4291	1938	2565	3456
UFM1	538	781	1226	893	620	959	374	369	380	1142	865	856	557	636	968	573	558	1124
ATP2A1	8	7	8	3	2	3	54	64	61	2	1	2	1	3	3	2	0	7
MYO16	14	21	23	13	17	16	0	0	0	0	1	0	2	1	4	12	3	7
BSPRY	1050	1324	1805	1367	1114	1613	362	376	400	408	326	240	965	1158	1413	1130	1452	1390
AL160175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf38-AP3S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT1	1652	2081	3783	6775	4901	7065	2316	2524	2008	6187	4901	3048	4979	5711	9762	4333	4891	9578
AC061992.1	1	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	2	2
MTFMT	165	272	363	291	227	426	221	254	330	358	302	279	179	196	291	182	187	256
ZNF711	65	82	114	90	83	109	152	175	190	222	151	183	0	1	2	0	3	3
PPA2	2400	3471	3706	2683	2374	2960	1635	1494	1945	2151	1601	1789	820	1043	1281	599	819	916
TMEM40	0	1	1	22	12	25	2	3	0	8	8	2	115	156	203	148	163	219
PDE6G	1	1	2	3	0	0	1	1	2	1	0	0	1	1	5	0	0	1
IFT43	459	580	676	489	372	517	270	279	363	412	350	394	125	145	166	115	140	151
ATG12	411	600	767	620	513	695	278	267	348	701	519	591	421	489	661	511	542	732
CHIC2	163	252	305	205	181	240	108	126	122	176	143	134	181	211	299	122	178	163
PHIP	951	1272	2435	1347	933	1697	2044	1984	1951	2242	1713	1594	3080	3539	4822	2288	2950	4173
GAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGARP	0	0	0	0	2	1	5	1	3	7	1	1	4	6	1	5	9	7
NCOA5	644	724	1534	871	552	990	633	661	869	819	707	747	491	642	944	470	594	930
C16orf90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A4	2344	5157	3624	1693	2543	2095	2081	1987	2095	6846	5491	4730	1483	1642	2061	3383	3983	4040
THAP11	1255	1838	2519	1026	767	1336	1144	1192	1596	1320	1009	1211	606	732	1042	576	694	922
PCDHGA4	49	97	69	80	60	83	0	0	0	1	1	2	14	18	35	9	18	29
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN2	99	114	181	36	24	48	0	0	0	0	0	0	714	746	1006	945	1088	1371
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007952.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD3	2	0	2	0	2	0	0	0	0	0	0	2	2	0	2	0	1	1
RAMP3	31	53	28	12	9	13	0	0	0	0	0	0	0	0	0	0	0	0
NWD1	0	1	0	0	0	0	4	8	8	0	0	0	88	218	233	89	164	221
CCDC74B	102	156	230	70	71	88	1	1	1	1	2	2	0	0	0	0	0	0
SPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCNT4	12	15	22	23	8	34	0	0	2	3	2	0	1	2	4	2	3	7
RAD51D	118	176	236	92	62	119	118	108	126	141	115	113	78	100	154	91	103	172
PA2G4	5178	6299	7929	3838	2768	4355	3107	2990	3890	3555	2789	3417	3441	3817	4863	4031	4405	4650
GRAMD3	207	276	437	327	235	415	296	287	302	600	452	435	806	997	1422	713	1019	1324
ERAP2	1	0	4	0	2	10	148	134	145	112	112	79	26	15	43	16	19	47
CPSF6	1937	2137	3532	1704	1087	2141	1366	1351	1843	1431	1174	1393	1530	1827	2568	1519	1679	2134
SYNRG	344	444	793	605	518	680	896	876	1062	1769	1438	1783	593	645	976	440	564	759
KRT78	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1
SETD4	105	167	245	148	110	214	81	79	76	168	130	112	236	244	375	214	250	407
SEC16B	10	22	13	7	5	6	5	1	2	2	4	1	6	1	8	4	3	9
SOX2	429	609	810	261	194	325	1	3	3	1	0	1	0	0	0	0	0	0
PMM1	778	1506	1231	651	545	719	641	658	793	505	382	493	456	470	704	398	561	639
NOP2	1077	1338	2326	1511	1003	1936	564	515	733	806	626	815	1091	1130	1725	1573	1485	1963
PRSS58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDNL2	153	207	288	213	157	223	241	260	336	453	364	345	79	80	98	45	58	65
COPE	5189	7211	7926	5497	4555	6668	3012	2980	3833	5247	4370	5547	3093	3619	5018	2966	4235	4450
SRBD1	989	1407	1704	1126	804	1204	708	632	858	781	584	577	486	472	686	423	513	573
ARPC5	3177	4414	5228	4331	3204	4743	2258	2192	2880	3361	2540	3232	2940	3179	4440	2902	2965	3771
KRIT1	422	504	750	430	266	510	405	403	414	528	356	353	225	295	386	195	256	365
MTRNR2L6	0	1	1	3	3	0	1	0	1	4	2	4	0	0	1	0	0	0
AP001350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K10	220	272	429	192	170	243	136	142	188	304	275	341	356	372	612	384	432	710
OR1F1	0	0	1	1	0	0	0	0	0	0	0	0	2	3	2	0	2	4
SSUH2	1	0	1	5	2	3	0	1	0	6	3	1	2	3	2	5	1	5
ISM2	4	6	6	9	9	8	0	0	1	0	0	1	1	0	3	0	1	3
PDE1A	2	1	4	1	3	3	5	0	1	1	2	4	4	4	2	4	4	4
CDC42BPG	1552	2196	3411	4292	2952	5965	1810	1814	2182	5275	4376	4875	894	1265	2128	483	1087	1784
PRSS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV6	163	268	401	179	155	224	396	413	515	433	371	281	941	1136	1826	489	831	1357
RASGRP2	0	3	8	3	3	8	1	1	0	2	0	1	5	4	6	2	1	3
MMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A3	0	0	1	0	1	0	1	0	2	17	10	20	0	0	0	0	0	0
NDRG3	926	1230	1517	1559	1161	1684	904	814	1088	2048	1507	1733	1041	1301	1762	881	1109	1434
CPSF4L	1	1	2	0	2	3	0	0	1	0	0	0	2	4	8	4	3	10
OCLM	0	3	6	1	1	5	0	2	1	1	0	0	0	0	3	0	0	2
GARNL3	22	36	52	88	82	102	105	100	103	317	237	286	27	25	51	25	37	49
KIAA1671	784	1110	2073	1710	1191	2290	1616	1716	1899	3663	2998	2711	1916	2224	3816	1356	1639	2972
FAM131B	2	4	2	8	4	4	0	0	0	2	6	3	0	2	2	0	0	2
INPP4A	443	538	1025	989	588	1163	253	274	363	556	378	389	456	487	809	393	394	820
TRIT1	245	387	413	295	241	348	123	115	159	141	95	118	939	988	1424	1041	1133	1269
LENG9	167	261	297	216	239	297	225	244	340	501	441	479	22	26	31	20	23	38
ARHGAP22	4	3	16	34	28	36	0	0	0	0	0	0	53	106	103	35	58	44
NCAPG2	1969	2402	3896	1336	735	2071	1572	1554	1693	558	400	320	1613	1816	3049	1744	1901	3092
PSAPL1	0	0	0	3	11	8	0	0	0	0	0	0	12	1	9	7	1	1
GPX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5	792	987	1079	603	487	602	1110	991	1413	2021	1428	1796	689	790	968	583	812	679
TEX28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-89K11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIGYF1	397	539	1165	700	439	948	189	184	200	245	218	228	271	372	703	258	350	893
ENTPD3	10	8	23	26	26	38	0	0	0	0	0	0	0	3	2	0	0	0
UBE2N	2739	3593	4167	2443	1888	2688	1863	1796	2406	2824	2205	2661	1359	1403	1907	1496	1499	1848
C1orf65	13	11	21	9	11	14	0	0	0	1	1	0	0	0	0	0	0	0
RNF125	65	111	114	85	80	67	12	17	11	16	7	9	29	45	84	49	59	140
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G3	2	6	7	8	2	8	0	0	0	0	0	0	1	1	1	0	0	1
PARP2	552	904	1125	408	358	613	768	712	796	497	415	418	1255	1304	1902	1162	1313	1595
CSNK2A1	1348	1704	2266	1417	1083	1716	1429	1417	1894	1869	1406	1781	2496	2750	3622	2377	2609	3136
LGALS13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCOC	882	1217	1303	1083	837	1125	991	951	1260	2135	1541	1816	891	960	1228	652	874	837
TANC2	1782	2169	4001	4488	2979	5382	559	552	480	1118	933	651	245	294	537	208	191	423
C1QTNF2	8	21	18	12	5	31	1	5	1	0	0	0	2	5	9	2	8	8
WFDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF639	605	826	1117	512	366	490	588	498	665	555	437	538	486	551	747	435	538	628
STH	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
STEAP3	1038	1143	2218	1149	753	1397	164	179	285	150	120	51	894	1208	1717	792	1117	1492
ZNF860	121	138	221	92	74	105	74	94	109	447	320	330	9	11	29	10	21	18
